,path,emotion
4103,data/training\Actor_08\08_02_01_01_dogs-sitting_positive.wav,positive
4104,data/training\Actor_08\08_02_01_01_kids-talking_positive.wav,positive
4105,data/training\Actor_08\08_02_01_02_dogs-sitting_positive.wav,positive
4106,data/training\Actor_08\08_02_01_02_kids-talking_positive.wav,positive
4107,data/training\Actor_08\08_02_02_01_dogs-sitting_positive.wav,positive
4108,data/training\Actor_08\08_02_02_01_kids-talking_positive.wav,positive
4109,data/training\Actor_08\08_02_02_02_dogs-sitting_positive.wav,positive
4110,data/training\Actor_08\08_02_02_02_kids-talking_positive.wav,positive
4111,data/training\Actor_08\392_08_01_01_01_dogs-sitting_positive.wav,positive
4112,data/training\Actor_08\397_08_01_01_01_kids-talking_positive.wav,positive
4113,data/training\Actor_08\401_08_01_01_02_dogs-sitting_positive.wav,positive
4114,data/training\Actor_08\405_08_01_01_02_kids-talking_positive.wav,positive
4115,data/training\Actor_08\409_08_01_02_01_dogs-sitting_positive.wav,positive
4116,data/training\Actor_08\413_08_01_02_01_kids-talking_positive.wav,positive
4117,data/training\Actor_08\419_08_01_02_02_dogs-sitting_positive.wav,positive
4118,data/training\Actor_08\424_08_01_02_02_kids-talking_positive.wav,positive
4119,data/training\Actor_09\09_01_01_01_dogs-sitting_positive.wav,positive
4120,data/training\Actor_09\09_01_01_01_kids-talking_positive.wav,positive
4121,data/training\Actor_09\09_01_01_02_dogs-sitting_positive.wav,positive
4122,data/training\Actor_09\09_01_01_02_kids-talking_positive.wav,positive
4123,data/training\Actor_09\09_01_02_01_dogs-sitting_positive.wav,positive
4124,data/training\Actor_09\09_01_02_01_kids-talking_positive.wav,positive
4125,data/training\Actor_09\09_01_02_02_dogs-sitting_positive.wav,positive
4126,data/training\Actor_09\09_01_02_02_kids-talking_positive.wav,positive
4127,data/training\Actor_09\09_02_01_01_dogs-sitting_positive.wav,positive
4128,data/training\Actor_09\09_02_01_01_kids-talking_positive.wav,positive
4129,data/training\Actor_09\09_02_01_02_dogs-sitting_positive.wav,positive
4130,data/training\Actor_09\09_02_01_02_kids-talking_positive.wav,positive
4131,data/training\Actor_09\09_02_02_01_dogs-sitting_positive.wav,positive
4132,data/training\Actor_09\09_02_02_01_kids-talking_positive.wav,positive
4133,data/training\Actor_09\09_02_02_02_dogs-sitting_positive.wav,positive
4134,data/training\Actor_09\09_02_02_02_kids-talking_positive.wav,positive
4135,data/training\Actor_09\446_09_01_01_01_dogs-sitting_positive.wav,positive
4136,data/training\Actor_09\451_09_01_01_01_kids-talking_positive.wav,positive
4137,data/training\Actor_09\456_09_01_01_02_dogs-sitting_positive.wav,positive
4138,data/training\Actor_09\461_09_01_01_02_kids-talking_positive.wav,positive
4139,data/training\Actor_09\466_09_01_02_01_dogs-sitting_positive.wav,positive
4140,data/training\Actor_09\472_09_01_02_01_kids-talking_positive.wav,positive
4141,data/training\Actor_09\477_09_01_02_02_dogs-sitting_positive.wav,positive
4142,data/training\Actor_09\483_09_01_02_02_kids-talking_positive.wav,positive
4143,data/training\Actor_10\10_01_01_01_dogs-sitting_positive.wav,positive
4144,data/training\Actor_10\10_01_01_01_kids-talking_positive.wav,positive
4145,data/training\Actor_10\10_01_01_02_dogs-sitting_positive.wav,positive
4146,data/training\Actor_10\10_01_01_02_kids-talking_positive.wav,positive
4147,data/training\Actor_10\10_01_02_01_dogs-sitting_positive.wav,positive
4148,data/training\Actor_10\10_01_02_01_kids-talking_positive.wav,positive
4149,data/training\Actor_10\10_01_02_02_dogs-sitting_positive.wav,positive
4150,data/training\Actor_10\10_01_02_02_kids-talking_positive.wav,positive
4151,data/training\Actor_10\10_02_01_01_dogs-sitting_positive.wav,positive
4152,data/training\Actor_10\10_02_01_01_kids-talking_positive.wav,positive
4153,data/training\Actor_10\10_02_01_02_dogs-sitting_positive.wav,positive
4154,data/training\Actor_10\10_02_01_02_kids-talking_positive.wav,positive
4155,data/training\Actor_10\10_02_02_01_dogs-sitting_positive.wav,positive
4156,data/training\Actor_10\10_02_02_01_kids-talking_positive.wav,positive
4157,data/training\Actor_10\10_02_02_02_dogs-sitting_positive.wav,positive
4158,data/training\Actor_10\10_02_02_02_kids-talking_positive.wav,positive
4159,data/training\Actor_10\504_10_01_01_01_dogs-sitting_positive.wav,positive
4160,data/training\Actor_10\508_10_01_01_01_kids-talking_positive.wav,positive
4161,data/training\Actor_10\513_10_01_01_02_dogs-sitting_positive.wav,positive
4162,data/training\Actor_10\517_10_01_01_02_kids-talking_positive.wav,positive
4163,data/training\Actor_10\521_10_01_02_01_dogs-sitting_positive.wav,positive
4164,data/training\Actor_10\525_10_01_02_01_kids-talking_positive.wav,positive
4165,data/training\Actor_10\529_10_01_02_02_dogs-sitting_positive.wav,positive
4166,data/training\Actor_10\533_10_01_02_02_kids-talking_positive.wav,positive
4167,data/training\Actor_11\03-02-03-01-01-01-11_positive.wav,positive
4168,data/training\Actor_11\03-02-03-01-01-02-11_positive.wav,positive
4169,data/training\Actor_11\03-02-03-01-02-01-11_positive.wav,positive
4170,data/training\Actor_11\03-02-03-01-02-02-11_positive.wav,positive
4171,data/training\Actor_11\03-02-03-02-01-01-11_positive.wav,positive
4172,data/training\Actor_11\03-02-03-02-01-02-11_positive.wav,positive
4173,data/training\Actor_11\03-02-03-02-02-01-11_positive.wav,positive
4174,data/training\Actor_11\03-02-03-02-02-02-11_positive.wav,positive
4175,data/training\Actor_11\11_01_01_01_dogs-sitting_positive.wav,positive
4176,data/training\Actor_11\11_01_01_01_kids-talking_positive.wav,positive
4177,data/training\Actor_11\11_01_01_02_dogs-sitting_positive.wav,positive
4178,data/training\Actor_11\11_01_01_02_kids-talking_positive.wav,positive
4179,data/training\Actor_11\11_01_02_01_dogs-sitting_positive.wav,positive
4180,data/training\Actor_11\11_01_02_01_kids-talking_positive.wav,positive
4181,data/training\Actor_11\11_01_02_02_dogs-sitting_positive.wav,positive
4182,data/training\Actor_11\11_01_02_02_kids-talking_positive.wav,positive
4183,data/training\Actor_11\11_02_01_01_dogs-sitting_positive.wav,positive
4184,data/training\Actor_11\11_02_01_01_kids-talking_positive.wav,positive
4185,data/training\Actor_11\11_02_01_02_dogs-sitting_positive.wav,positive
4186,data/training\Actor_11\11_02_01_02_kids-talking_positive.wav,positive
4187,data/training\Actor_11\11_02_02_01_dogs-sitting_positive.wav,positive
4188,data/training\Actor_11\11_02_02_01_kids-talking_positive.wav,positive
4189,data/training\Actor_11\11_02_02_02_dogs-sitting_positive.wav,positive
4190,data/training\Actor_11\11_02_02_02_kids-talking_positive.wav,positive
4191,data/training\Actor_11\558_11_01_01_01_dogs-sitting_positive.wav,positive
4192,data/training\Actor_11\562_11_01_01_01_kids-talking_positive.wav,positive
4193,data/training\Actor_11\567_11_01_01_02_dogs-sitting_positive.wav,positive
4194,data/training\Actor_11\572_11_01_01_02_kids-talking_positive.wav,positive
4195,data/training\Actor_11\577_11_01_02_01_dogs-sitting_positive.wav,positive
4196,data/training\Actor_11\582_11_01_02_01_kids-talking_positive.wav,positive
4197,data/training\Actor_11\586_11_01_02_02_dogs-sitting_positive.wav,positive
4198,data/training\Actor_11\592_11_01_02_02_kids-talking_positive.wav,positive
4199,data/training\Actor_12\03-02-03-01-01-01-12_positive.wav,positive
4200,data/training\Actor_12\03-02-03-01-01-02-12_positive.wav,positive
4201,data/training\Actor_12\03-02-03-01-02-01-12_positive.wav,positive
4202,data/training\Actor_12\03-02-03-01-02-02-12_positive.wav,positive
4203,data/training\Actor_12\03-02-03-02-01-01-12_positive.wav,positive
4204,data/training\Actor_12\03-02-03-02-01-02-12_positive.wav,positive
4205,data/training\Actor_12\03-02-03-02-02-01-12_positive.wav,positive
4206,data/training\Actor_12\03-02-03-02-02-02-12_positive.wav,positive
4207,data/training\Actor_12\12_01_01_01_dogs-sitting_positive.wav,positive
4208,data/training\Actor_12\12_01_01_01_kids-talking_positive.wav,positive
4209,data/training\Actor_12\12_01_01_02_dogs-sitting_positive.wav,positive
4210,data/training\Actor_12\12_01_01_02_kids-talking_positive.wav,positive
4211,data/training\Actor_12\12_01_02_01_dogs-sitting_positive.wav,positive
4212,data/training\Actor_12\12_01_02_01_kids-talking_positive.wav,positive
4213,data/training\Actor_12\12_01_02_02_dogs-sitting_positive.wav,positive
4214,data/training\Actor_12\12_01_02_02_kids-talking_positive.wav,positive
4215,data/training\Actor_12\12_02_01_01_dogs-sitting_positive.wav,positive
4216,data/training\Actor_12\12_02_01_01_kids-talking_positive.wav,positive
4217,data/training\Actor_12\12_02_01_02_dogs-sitting_positive.wav,positive
4218,data/training\Actor_12\12_02_01_02_kids-talking_positive.wav,positive
4219,data/training\Actor_12\12_02_02_01_dogs-sitting_positive.wav,positive
4220,data/training\Actor_12\12_02_02_01_kids-talking_positive.wav,positive
4221,data/training\Actor_12\12_02_02_02_dogs-sitting_positive.wav,positive
4222,data/training\Actor_12\12_02_02_02_kids-talking_positive.wav,positive
4223,data/training\Actor_12\616_12_01_01_01_dogs-sitting_positive.wav,positive
4224,data/training\Actor_12\620_12_01_01_01_kids-talking_positive.wav,positive
4225,data/training\Actor_12\625_12_01_01_02_dogs-sitting_positive.wav,positive
4226,data/training\Actor_12\630_12_01_01_02_kids-talking_positive.wav,positive
4227,data/training\Actor_12\634_12_01_02_01_dogs-sitting_positive.wav,positive
4228,data/training\Actor_12\639_12_01_02_01_kids-talking_positive.wav,positive
4229,data/training\Actor_12\643_12_01_02_02_dogs-sitting_positive.wav,positive
4230,data/training\Actor_12\649_12_01_02_02_kids-talking_positive.wav,positive
4231,data/training\Actor_13\03-02-03-01-01-01-13_positive.wav,positive
4232,data/training\Actor_13\03-02-03-01-01-02-13_positive.wav,positive
4233,data/training\Actor_13\03-02-03-01-02-01-13_positive.wav,positive
4234,data/training\Actor_13\03-02-03-01-02-02-13_positive.wav,positive
4235,data/training\Actor_13\03-02-03-02-01-01-13_positive.wav,positive
4236,data/training\Actor_13\03-02-03-02-01-02-13_positive.wav,positive
4237,data/training\Actor_13\03-02-03-02-02-01-13_positive.wav,positive
4238,data/training\Actor_13\03-02-03-02-02-02-13_positive.wav,positive
4239,data/training\Actor_13\13_01_01_01_dogs-sitting_positive.wav,positive
4240,data/training\Actor_13\13_01_01_01_kids-talking_positive.wav,positive
4241,data/training\Actor_13\13_01_01_02_dogs-sitting_positive.wav,positive
4242,data/training\Actor_13\13_01_01_02_kids-talking_positive.wav,positive
4243,data/training\Actor_13\13_01_02_01_dogs-sitting_positive.wav,positive
4244,data/training\Actor_13\13_01_02_01_kids-talking_positive.wav,positive
4245,data/training\Actor_13\13_01_02_02_dogs-sitting_positive.wav,positive
4246,data/training\Actor_13\13_01_02_02_kids-talking_positive.wav,positive
4247,data/training\Actor_13\13_02_01_01_dogs-sitting_positive.wav,positive
4248,data/training\Actor_13\13_02_01_01_kids-talking_positive.wav,positive
4249,data/training\Actor_13\13_02_01_02_dogs-sitting_positive.wav,positive
4250,data/training\Actor_13\13_02_01_02_kids-talking_positive.wav,positive
4251,data/training\Actor_13\13_02_02_01_dogs-sitting_positive.wav,positive
4252,data/training\Actor_13\13_02_02_01_kids-talking_positive.wav,positive
4253,data/training\Actor_13\13_02_02_02_dogs-sitting_positive.wav,positive
4254,data/training\Actor_13\13_02_02_02_kids-talking_positive.wav,positive
4255,data/training\Actor_13\673_13_01_01_01_dogs-sitting_positive.wav,positive
4256,data/training\Actor_13\678_13_01_01_01_kids-talking_positive.wav,positive
4257,data/training\Actor_13\682_13_01_01_02_dogs-sitting_positive.wav,positive
4258,data/training\Actor_13\686_13_01_01_02_kids-talking_positive.wav,positive
4259,data/training\Actor_13\690_13_01_02_01_dogs-sitting_positive.wav,positive
4260,data/training\Actor_13\695_13_01_02_01_kids-talking_positive.wav,positive
4261,data/training\Actor_13\701_13_01_02_02_dogs-sitting_positive.wav,positive
4262,data/training\Actor_13\706_13_01_02_02_kids-talking_positive.wav,positive
4263,data/training\Actor_14\03-02-03-01-01-01-14_positive.wav,positive
4264,data/training\Actor_14\03-02-03-01-01-02-14_positive.wav,positive
4265,data/training\Actor_14\03-02-03-01-02-01-14_positive.wav,positive
4266,data/training\Actor_14\03-02-03-01-02-02-14_positive.wav,positive
4267,data/training\Actor_14\03-02-03-02-01-01-14_positive.wav,positive
4268,data/training\Actor_14\03-02-03-02-01-02-14_positive.wav,positive
4269,data/training\Actor_14\03-02-03-02-02-01-14_positive.wav,positive
4270,data/training\Actor_14\03-02-03-02-02-02-14_positive.wav,positive
4271,data/training\Actor_14\14_02_01_01_dogs-sitting_positive.wav,positive
4272,data/training\Actor_14\14_02_01_01_kids-talking_positive.wav,positive
4273,data/training\Actor_14\14_02_01_02_dogs-sitting_positive.wav,positive
4274,data/training\Actor_14\14_02_01_02_kids-talking_positive.wav,positive
4275,data/training\Actor_14\14_02_02_01_dogs-sitting_positive.wav,positive
4276,data/training\Actor_14\14_02_02_01_kids-talking_positive.wav,positive
4277,data/training\Actor_14\14_02_02_02_dogs-sitting_positive.wav,positive
4278,data/training\Actor_14\14_02_02_02_kids-talking_positive.wav,positive
4279,data/training\Actor_15\03-02-03-01-01-01-15_positive.wav,positive
4280,data/training\Actor_15\03-02-03-01-01-02-15_positive.wav,positive
4281,data/training\Actor_15\03-02-03-01-02-01-15_positive.wav,positive
4282,data/training\Actor_15\03-02-03-01-02-02-15_positive.wav,positive
4283,data/training\Actor_15\03-02-03-02-01-01-15_positive.wav,positive
4284,data/training\Actor_15\03-02-03-02-01-02-15_positive.wav,positive
4285,data/training\Actor_15\03-02-03-02-02-01-15_positive.wav,positive
4286,data/training\Actor_15\03-02-03-02-02-02-15_positive.wav,positive
4287,data/training\Actor_15\15_02_01_01_dogs-sitting_positive.wav,positive
4288,data/training\Actor_15\15_02_01_01_kids-talking_positive.wav,positive
4289,data/training\Actor_15\15_02_01_02_dogs-sitting_positive.wav,positive
4290,data/training\Actor_15\15_02_01_02_kids-talking_positive.wav,positive
4291,data/training\Actor_15\15_02_02_01_dogs-sitting_positive.wav,positive
4292,data/training\Actor_15\15_02_02_01_kids-talking_positive.wav,positive
4293,data/training\Actor_15\15_02_02_02_dogs-sitting_positive.wav,positive
4294,data/training\Actor_15\15_02_02_02_kids-talking_positive.wav,positive
4295,data/training\Actor_16\03-02-03-01-01-01-16_positive.wav,positive
4296,data/training\Actor_16\03-02-03-01-01-02-16_positive.wav,positive
4297,data/training\Actor_16\03-02-03-01-02-01-16_positive.wav,positive
4298,data/training\Actor_16\03-02-03-01-02-02-16_positive.wav,positive
4299,data/training\Actor_16\03-02-03-02-01-01-16_positive.wav,positive
4300,data/training\Actor_16\03-02-03-02-01-02-16_positive.wav,positive
4301,data/training\Actor_16\03-02-03-02-02-01-16_positive.wav,positive
4302,data/training\Actor_16\03-02-03-02-02-02-16_positive.wav,positive
4303,data/training\Actor_16\16_02_01_01_dogs-sitting_positive.wav,positive
4304,data/training\Actor_16\16_02_01_01_kids-talking_positive.wav,positive
4305,data/training\Actor_16\16_02_01_02_dogs-sitting_positive.wav,positive
4306,data/training\Actor_16\16_02_01_02_kids-talking_positive.wav,positive
4307,data/training\Actor_16\16_02_02_01_dogs-sitting_positive.wav,positive
4308,data/training\Actor_16\16_02_02_01_kids-talking_positive.wav,positive
4309,data/training\Actor_16\16_02_02_02_dogs-sitting_positive.wav,positive
4310,data/training\Actor_16\16_02_02_02_kids-talking_positive.wav,positive
4311,data/training\Actor_17\03-02-03-01-01-01-17_positive.wav,positive
4312,data/training\Actor_17\03-02-03-01-01-02-17_positive.wav,positive
4313,data/training\Actor_17\03-02-03-01-02-01-17_positive.wav,positive
4314,data/training\Actor_17\03-02-03-01-02-02-17_positive.wav,positive
4315,data/training\Actor_17\03-02-03-02-01-01-17_positive.wav,positive
4316,data/training\Actor_17\03-02-03-02-01-02-17_positive.wav,positive
4317,data/training\Actor_17\03-02-03-02-02-01-17_positive.wav,positive
4318,data/training\Actor_17\03-02-03-02-02-02-17_positive.wav,positive
4319,data/training\Actor_17\17_02_01_01_dogs-sitting_positive.wav,positive
4320,data/training\Actor_17\17_02_01_01_kids-talking_positive.wav,positive
4321,data/training\Actor_17\17_02_01_02_dogs-sitting_positive.wav,positive
4322,data/training\Actor_17\17_02_01_02_kids-talking_positive.wav,positive
4323,data/training\Actor_17\17_02_02_01_dogs-sitting_positive.wav,positive
4324,data/training\Actor_17\17_02_02_01_kids-talking_positive.wav,positive
4325,data/training\Actor_17\17_02_02_02_dogs-sitting_positive.wav,positive
4326,data/training\Actor_17\17_02_02_02_kids-talking_positive.wav,positive
4327,data/training\Actor_18\18_01_01_01_dogs-sitting_positive.wav,positive
4328,data/training\Actor_18\18_01_01_01_kids-talking_positive.wav,positive
4329,data/training\Actor_18\18_01_01_02_dogs-sitting_positive.wav,positive
4330,data/training\Actor_18\18_01_01_02_kids-talking_positive.wav,positive
4331,data/training\Actor_18\18_01_02_01_dogs-sitting_positive.wav,positive
4332,data/training\Actor_18\18_01_02_01_kids-talking_positive.wav,positive
4333,data/training\Actor_18\18_01_02_02_dogs-sitting_positive.wav,positive
4334,data/training\Actor_18\18_01_02_02_kids-talking_positive.wav,positive
4335,data/training\Actor_18\801_18_01_01_01_dogs-sitting_positive.wav,positive
4336,data/training\Actor_18\805_18_01_01_01_kids-talking_positive.wav,positive
4337,data/training\Actor_18\809_18_01_01_02_dogs-sitting_positive.wav,positive
4338,data/training\Actor_18\814_18_01_01_02_kids-talking_positive.wav,positive
4339,data/training\Actor_18\819_18_01_02_01_dogs-sitting_positive.wav,positive
4340,data/training\Actor_18\823_18_01_02_01_kids-talking_positive.wav,positive
4341,data/training\Actor_18\828_18_01_02_02_dogs-sitting_positive.wav,positive
4342,data/training\Actor_18\834_18_01_02_02_kids-talking_positive.wav,positive
4343,data/training\Actor_19\03-02-03-01-01-01-19_positive.wav,positive
4344,data/training\Actor_19\03-02-03-01-01-02-19_positive.wav,positive
4345,data/training\Actor_19\03-02-03-01-02-01-19_positive.wav,positive
4346,data/training\Actor_19\03-02-03-01-02-02-19_positive.wav,positive
4347,data/training\Actor_19\03-02-03-02-01-01-19_positive.wav,positive
4348,data/training\Actor_19\03-02-03-02-01-02-19_positive.wav,positive
4349,data/training\Actor_19\03-02-03-02-02-01-19_positive.wav,positive
4350,data/training\Actor_19\03-02-03-02-02-02-19_positive.wav,positive
4351,data/training\Actor_19\19_01_01_01_dogs-sitting_positive.wav,positive
4352,data/training\Actor_19\19_01_01_01_kids-talking_positive.wav,positive
4353,data/training\Actor_19\19_01_01_02_dogs-sitting_positive.wav,positive
4354,data/training\Actor_19\19_01_01_02_kids-talking_positive.wav,positive
4355,data/training\Actor_19\19_01_02_01_dogs-sitting_positive.wav,positive
4356,data/training\Actor_19\19_01_02_01_kids-talking_positive.wav,positive
4357,data/training\Actor_19\19_01_02_02_dogs-sitting_positive.wav,positive
4358,data/training\Actor_19\19_01_02_02_kids-talking_positive.wav,positive
4359,data/training\Actor_19\19_02_01_01_dogs-sitting_positive.wav,positive
4360,data/training\Actor_19\19_02_01_01_kids-talking_positive.wav,positive
4361,data/training\Actor_19\19_02_01_02_dogs-sitting_positive.wav,positive
4362,data/training\Actor_19\19_02_01_02_kids-talking_positive.wav,positive
4363,data/training\Actor_19\19_02_02_01_dogs-sitting_positive.wav,positive
4364,data/training\Actor_19\19_02_02_01_kids-talking_positive.wav,positive
4365,data/training\Actor_19\19_02_02_02_dogs-sitting_positive.wav,positive
4366,data/training\Actor_19\19_02_02_02_kids-talking_positive.wav,positive
4367,data/training\Actor_19\838_19_01_01_01_dogs-sitting_positive.wav,positive
4368,data/training\Actor_19\843_19_01_01_01_kids-talking_positive.wav,positive
4369,data/training\Actor_19\847_19_01_01_02_dogs-sitting_positive.wav,positive
4370,data/training\Actor_19\851_19_01_01_02_kids-talking_positive.wav,positive
4371,data/training\Actor_19\855_19_01_02_01_dogs-sitting_positive.wav,positive
4372,data/training\Actor_19\859_19_01_02_01_kids-talking_positive.wav,positive
4373,data/training\Actor_19\863_19_01_02_02_dogs-sitting_positive.wav,positive
4374,data/training\Actor_19\867_19_01_02_02_kids-talking_positive.wav,positive
4375,data/training\Actor_20\03-02-03-01-01-01-20_positive.wav,positive
4376,data/training\Actor_20\03-02-03-01-01-02-20_positive.wav,positive
4377,data/training\Actor_20\03-02-03-01-02-01-20_positive.wav,positive
4378,data/training\Actor_20\03-02-03-01-02-02-20_positive.wav,positive
4379,data/training\Actor_20\03-02-03-02-01-01-20_positive.wav,positive
4380,data/training\Actor_20\03-02-03-02-01-02-20_positive.wav,positive
4381,data/training\Actor_20\03-02-03-02-02-01-20_positive.wav,positive
4382,data/training\Actor_20\03-02-03-02-02-02-20_positive.wav,positive
4383,data/training\Actor_20\20_01_01_01_dogs-sitting_positive.wav,positive
4384,data/training\Actor_20\20_01_01_01_kids-talking_positive.wav,positive
4385,data/training\Actor_20\20_01_01_02_dogs-sitting_positive.wav,positive
4386,data/training\Actor_20\20_01_01_02_kids-talking_positive.wav,positive
4387,data/training\Actor_20\20_01_02_01_dogs-sitting_positive.wav,positive
4388,data/training\Actor_20\20_01_02_01_kids-talking_positive.wav,positive
4389,data/training\Actor_20\20_01_02_02_dogs-sitting_positive.wav,positive
4390,data/training\Actor_20\20_01_02_02_kids-talking_positive.wav,positive
4391,data/training\Actor_20\890_20_01_01_01_dogs-sitting_positive.wav,positive
4392,data/training\Actor_20\894_20_01_01_01_kids-talking_positive.wav,positive
4393,data/training\Actor_20\898_20_01_01_02_dogs-sitting_positive.wav,positive
4394,data/training\Actor_20\902_20_01_01_02_kids-talking_positive.wav,positive
4395,data/training\Actor_20\906_20_01_02_01_dogs-sitting_positive.wav,positive
4396,data/training\Actor_20\911_20_01_02_01_kids-talking_positive.wav,positive
4397,data/training\Actor_20\917_20_01_02_02_dogs-sitting_positive.wav,positive
4398,data/training\Actor_20\921_20_01_02_02_kids-talking_positive.wav,positive
4399,data/training\Actor_21\03-02-03-01-01-01-21_positive.wav,positive
4400,data/training\Actor_21\03-02-03-01-01-02-21_positive.wav,positive
4401,data/training\Actor_21\03-02-03-01-02-01-21_positive.wav,positive
4402,data/training\Actor_21\03-02-03-01-02-02-21_positive.wav,positive
4403,data/training\Actor_21\03-02-03-02-01-01-21_positive.wav,positive
4404,data/training\Actor_21\03-02-03-02-01-02-21_positive.wav,positive
4405,data/training\Actor_21\03-02-03-02-02-01-21_positive.wav,positive
4406,data/training\Actor_21\03-02-03-02-02-02-21_positive.wav,positive
4407,data/training\Actor_21\21_01_01_01_dogs-sitting_positive.wav,positive
4408,data/training\Actor_21\21_01_01_01_kids-talking_positive.wav,positive
4409,data/training\Actor_21\21_01_01_02_dogs-sitting_positive.wav,positive
4410,data/training\Actor_21\21_01_01_02_kids-talking_positive.wav,positive
4411,data/training\Actor_21\21_01_02_01_dogs-sitting_positive.wav,positive
4412,data/training\Actor_21\21_01_02_01_kids-talking_positive.wav,positive
4413,data/training\Actor_21\21_01_02_02_dogs-sitting_positive.wav,positive
4414,data/training\Actor_21\21_01_02_02_kids-talking_positive.wav,positive
4415,data/training\Actor_21\926_21_01_01_01_dogs-sitting_positive.wav,positive
4416,data/training\Actor_21\930_21_01_01_01_kids-talking_positive.wav,positive
4417,data/training\Actor_21\935_21_01_01_02_dogs-sitting_positive.wav,positive
4418,data/training\Actor_21\939_21_01_01_02_kids-talking_positive.wav,positive
4419,data/training\Actor_21\943_21_01_02_01_dogs-sitting_positive.wav,positive
4420,data/training\Actor_21\948_21_01_02_01_kids-talking_positive.wav,positive
4421,data/training\Actor_21\952_21_01_02_02_dogs-sitting_positive.wav,positive
4422,data/training\Actor_21\956_21_01_02_02_kids-talking_positive.wav,positive
4423,data/training\Actor_22\03-02-03-01-01-01-22_positive.wav,positive
4424,data/training\Actor_22\03-02-03-01-01-02-22_positive.wav,positive
4425,data/training\Actor_22\03-02-03-01-02-01-22_positive.wav,positive
4426,data/training\Actor_22\03-02-03-01-02-02-22_positive.wav,positive
4427,data/training\Actor_22\03-02-03-02-01-01-22_positive.wav,positive
4428,data/training\Actor_22\03-02-03-02-01-02-22_positive.wav,positive
4429,data/training\Actor_22\03-02-03-02-02-01-22_positive.wav,positive
4430,data/training\Actor_22\03-02-03-02-02-02-22_positive.wav,positive
4431,data/training\Actor_22\22_01_01_01_dogs-sitting_positive.wav,positive
4432,data/training\Actor_22\22_01_01_01_kids-talking_positive.wav,positive
4433,data/training\Actor_22\22_01_01_02_dogs-sitting_positive.wav,positive
4434,data/training\Actor_22\22_01_01_02_kids-talking_positive.wav,positive
4435,data/training\Actor_22\22_01_02_01_dogs-sitting_positive.wav,positive
4436,data/training\Actor_22\22_01_02_01_kids-talking_positive.wav,positive
4437,data/training\Actor_22\22_01_02_02_dogs-sitting_positive.wav,positive
4438,data/training\Actor_22\22_01_02_02_kids-talking_positive.wav,positive
4439,data/training\Actor_22\960_22_01_01_01_dogs-sitting_positive.wav,positive
4440,data/training\Actor_22\965_22_01_01_01_kids-talking_positive.wav,positive
4441,data/training\Actor_22\970_22_01_01_02_dogs-sitting_positive.wav,positive
4442,data/training\Actor_22\974_22_01_01_02_kids-talking_positive.wav,positive
4443,data/training\Actor_22\978_22_01_02_01_dogs-sitting_positive.wav,positive
4444,data/training\Actor_22\982_22_01_02_01_kids-talking_positive.wav,positive
4445,data/training\Actor_22\986_22_01_02_02_dogs-sitting_positive.wav,positive
4446,data/training\Actor_22\992_22_01_02_02_kids-talking_positive.wav,positive
4447,data/training\Actor_23\03-02-03-01-01-01-23_positive.wav,positive
4448,data/training\Actor_23\03-02-03-01-01-02-23_positive.wav,positive
4449,data/training\Actor_23\03-02-03-01-02-01-23_positive.wav,positive
4450,data/training\Actor_23\03-02-03-01-02-02-23_positive.wav,positive
4451,data/training\Actor_23\03-02-03-02-01-01-23_positive.wav,positive
4452,data/training\Actor_23\03-02-03-02-01-02-23_positive.wav,positive
4453,data/training\Actor_23\03-02-03-02-02-01-23_positive.wav,positive
4454,data/training\Actor_23\03-02-03-02-02-02-23_positive.wav,positive
4455,data/training\Actor_23\1001_23_01_01_01_kids-talking_positive.wav,positive
4456,data/training\Actor_23\1008_23_01_01_02_dogs-sitting_positive.wav,positive
4457,data/training\Actor_23\1013_23_01_01_02_kids-talking_positive.wav,positive
4458,data/training\Actor_23\1017_23_01_02_01_dogs-sitting_positive.wav,positive
4459,data/training\Actor_23\1021_23_01_02_01_kids-talking_positive.wav,positive
4460,data/training\Actor_23\1025_23_01_02_02_dogs-sitting_positive.wav,positive
4461,data/training\Actor_23\1030_23_01_02_02_kids-talking_positive.wav,positive
4462,data/training\Actor_23\23_01_01_01_dogs-sitting_positive.wav,positive
4463,data/training\Actor_23\23_01_01_01_kids-talking_positive.wav,positive
4464,data/training\Actor_23\23_01_01_02_dogs-sitting_positive.wav,positive
4465,data/training\Actor_23\23_01_01_02_kids-talking_positive.wav,positive
4466,data/training\Actor_23\23_01_02_01_dogs-sitting_positive.wav,positive
4467,data/training\Actor_23\23_01_02_01_kids-talking_positive.wav,positive
4468,data/training\Actor_23\23_01_02_02_dogs-sitting_positive.wav,positive
4469,data/training\Actor_23\23_01_02_02_kids-talking_positive.wav,positive
4470,data/training\Actor_23\997_23_01_01_01_dogs-sitting_positive.wav,positive
4471,data/training\Actor_24\03-02-03-01-01-01-24_positive.wav,positive
4472,data/training\Actor_24\03-02-03-01-01-02-24_positive.wav,positive
4473,data/training\Actor_24\03-02-03-01-02-01-24_positive.wav,positive
4474,data/training\Actor_24\03-02-03-01-02-02-24_positive.wav,positive
4475,data/training\Actor_24\03-02-03-02-01-01-24_positive.wav,positive
4476,data/training\Actor_24\03-02-03-02-01-02-24_positive.wav,positive
4477,data/training\Actor_24\03-02-03-02-02-01-24_positive.wav,positive
